# literal_census.py --freq-out -- commit 1edd6c5eb643d9b3b0c559ff686c35ecfb645493 -- generated 2026-09-17 -- rows 5149
kind	literal	count	distinct_files	sample_files
STR	"    /* \\K: the reported start is where the winning path last\n"	1	1	src/gen/emit_vm.c
STR	"    // ---- ANCHORED SCAN: where does the match that begins\n"	1	1	src/gen/emit_dfa.c
STR	"    // ---- FORWARD SCAN: where does a match end? ----------------\n"	1	1	src/gen/emit_dfa.c
STR	"    // ---- THE MATCH BEGAN AT search_from ----------------------\n"	1	1	src/gen/emit_dfa.c
STR	"    // LOAD-BEARING, not belt-and-braces: a search at\n"	1	1	src/gen/emit_dfa.c
STR	"    // No later start is ever spawned, so every accept recorded\n"	1	1	src/gen/emit_dfa.c
STR	"    // One byte per iteration. The loop keeps the LAST accepting\n"	1	1	src/gen/emit_dfa.c
STR	"    // [OPT-5 STEP 2] No reverse pass, and no reverse machine in\n"	1	1	src/gen/emit_dfa.c
STR	"    // a backwards scan would walk back to exactly that\n"	1	1	src/gen/emit_dfa.c
STR	"    // above belongs to a thread that began at search_from, and\n"	1	1	src/gen/emit_dfa.c
STR	"    // accept-pruning cut the start-anywhere self-loop out of\n"	1	1	src/gen/emit_dfa.c
STR	"    // accepts unconditionally -- at every position, under every\n"	1	1	src/gen/emit_dfa.c
STR	"    // at ctx->pos end? Same LAST-accept rule as the forward\n"	1	1	src/gen/emit_dfa.c
STR	"    // because the start is the caller's.\n"	1	1	src/gen/emit_dfa.c
STR	"    // begins here\" is the correct answer. Deleting this line\n"	1	1	src/gen/emit_dfa.c
STR	"    // every accepting closure before the first byte was read.\n"	1	1	src/gen/emit_dfa.c
STR	"    // match wins.\n"	1	1	src/gen/emit_dfa.c
STR	"    // position rather than stopping at the first, so the longest\n"	1	1	src/gen/emit_dfa.c
STR	"    // position view, in every class context -- so D3's\n"	1	1	src/gen/emit_dfa.c
STR	"    // position. The offset is ABSOLUTE into subject, never\n"	1	1	src/gen/emit_dfa.c
STR	"    // relative to search_from.\n"	1	1	src/gen/emit_dfa.c
STR	"    // scan, so the longest match wins; no reverse pass,\n"	1	1	src/gen/emit_dfa.c
STR	"    // search_from > 0 on a seeded machine can begin in a state\n"	1	1	src/gen/emit_dfa.c
STR	"    // this artifact at all. The forward machine's start state\n"	1	1	src/gen/emit_dfa.c
STR	"    // with no live closure. It records no accept, and \"no match\n"	1	1	src/gen/emit_dfa.c
STR	"    // would report an empty match where there is none.\n"	1	1	src/gen/emit_dfa.c
STR	"    \" same fix, as the assertion above.\");\n"	1	1	src/gen/emit_vm.c
STR	"    \" stamped by pcrec for the compiler that ran it; recompile the pattern\"\n"	1	1	src/gen/emit_vm.c
STR	"    \" with a pcrec built for this target.\");\n"	1	1	src/gen/emit_vm.c
STR	"    \"%s_BUFFER_ALIGN understates what this artifact's buffers require.\");\n\n"	1	1	src/gen/emit_vm.c
STR	"    \"%s_RESUME_FRAME_SIZE disagrees with sizeof(%s_frame). The size is\"\n"	1	1	src/gen/emit_vm.c
STR	"    \"%s_TRAIL_FRAME_SIZE disagrees with sizeof(%s_trail_entry). Same cause,\"\n"	1	1	src/gen/emit_vm.c
STR	"    attempt_position = search_from;\n"	1	1	src/gen/emit_vm.c
STR	"    capture_spans[0][0] = (ptrdiff_t)match_start;\n"	1	1	src/gen/emit_vm.c
STR	"    capture_spans[0][0] = run->slot_values[0] != PCREC_UNSET ? run->slot_values[0]\n"	1	1	src/gen/emit_vm.c
STR	"    capture_spans[0][1] = (ptrdiff_t)match_start + match_length;\n"	1	1	src/gen/emit_vm.c
STR	"    case %d: goto %s_L%d;\n"	1	1	src/gen/emit_vm.c
STR	"    const char           *engine_why;   /* forcing construct/reason, or NULL */\n"	1	1	src/gen/emit_dfa.c
STR	"    const char           *match_form;\n"	1	1	src/gen/emit_dfa.c
STR	"    const char           *name;\n"	1	1	src/gen/emit_dfa.c
STR	"    const char           *pattern;     /* source pattern text */\n"	1	1	src/gen/emit_dfa.c
STR	"    const char           *prefilter;    /* this artifact's CANDIDATE-START\n"	1	1	src/gen/emit_dfa.c
STR	"    const char           *scan;         /* the DFA scan this artifact\n"	1	1	src/gen/emit_dfa.c
STR	"    const char           *search_form;\n"	1	1	src/gen/emit_dfa.c
STR	"    const char *name;\n"	1	1	src/gen/emit_dfa.c
STR	"    const char *ref;    /* NULL/empty for the primary's own groups */\n"	1	1	src/gen/emit_dfa.c
STR	"    const ptrdiff_t     (*caps)[2]; /* [start,end); {-1,-1} = unset */\n"	1	1	src/gen/emit_dfa.c
STR	"    const rx_group_entry *groups;       /* sorted, bsearch-able */\n"	1	1	src/gen/emit_dfa.c
STR	"    const size_t start_max = %s;\n"	1	1	src/gen/emit_dfa.c
STR	"    const size_t subject_length = ctx->len;\n"	1	1	src/gen/emit_vm.c
STR	"    const unsigned char *const subject = ctx->subject;\n"	1	1	src/gen/emit_vm.c
STR	"    const unsigned char *subject = ctx->subject;\n"	1	1	src/gen/emit_dfa.c
STR	"    const unsigned char *subject;   /* whole subject, not a slice */\n"	1	1	src/gen/emit_dfa.c
STR	"    ctx.caps = NULL; ctx.user = NULL;\n"	1	1	src/gen/emit_vm.c
STR	"    ctx.subject = subject; ctx.len = subject_length; ctx.ncap = 0;\n"	1	1	src/gen/emit_vm.c
STR	"    else if ((b & 0xE0u) == 0xC0u) { len = 2; v = b & 0x1Fu; floor = 0x80u; }\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    else if ((b & 0xF0u) == 0xE0u) { len = 3; v = b & 0x0Fu; floor = 0x800u; }\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    else if ((b & 0xF8u) == 0xF0u) { len = 4; v = b & 0x07u; floor = 0x10000u; }\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    else return 0;\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    for (;;) {\n"	1	1	src/gen/emit_vm.c
STR	"    for (group = 1; group < %s_NCAPS; group++) {\n"	1	1	src/gen/emit_vm.c
STR	"    for (i = 0; i < %s_NSLOTS; i++) run->slot_values[i] = PCREC_UNSET;\n"	1	1	src/gen/emit_vm.c
STR	"    for (i = 1; i < len; i++) {\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    for (start = search_from; start <= start_max; start++) {\n"	1	1	src/gen/emit_dfa.c
STR	"    fprintf(stderr, \"[%s] ACCEPT [%%zu,%%zu)\\n\","	1	1	src/gen/emit_vm.c
STR	"    fprintf(stderr, \"[%s] ACCEPT consumed [%%zu,%%zu)"	1	1	src/gen/emit_vm.c
STR	"    fprintf(stderr, \"[%s] backtrack: %%zu frame(subject), trail %%zu\\n\","	1	1	src/gen/emit_vm.c
STR	"    fprintf(stderr, \"[%s] enter at scan_position %%zu of %%zu\\n\","	1	1	src/gen/emit_vm.c
STR	"    goto %s_L%d;\n"	1	1	src/gen/emit_vm.c
STR	"    goto %s_L0;\n\n"	1	1	src/gen/emit_vm.c
STR	"    goto %s_accept;\n"	1	1	src/gen/emit_vm.c
STR	"    goto %s_fail;\n"	1	1	src/gen/emit_vm.c
STR	"    if (!%s[%d]) %s[%d][1] = (ptrdiff_t)%s;\n"	1	1	src/gen/emit_vm.c
STR	"    if (!%s[%d]) { %s[%d][0] = (ptrdiff_t)%s;"	1	1	src/gen/emit_vm.c
STR	"    if (!(%s_span_cursor + %d <= subject_length%s)) goto %s_fail;\n"	1	1	src/gen/emit_vm.c
STR	"    if (!buffers) return %s(ctx);\n"	1	1	src/gen/emit_vm.c
STR	"    if (!buffers) return %s(ctx, capture_spans_out);\n"	1	1	src/gen/emit_vm.c
STR	"    if (!buffers) return %s(subject, subject_length, search_from, capture_spans);\n"	1	1	src/gen/emit_vm.c
STR	"    if ("	1	1	src/gen/emit_vm.c
STR	"    if (%s > %s && ("	1	1	src/gen/emit_vm.c
STR	"    if (%s_PRUNE_TOO_SHORT(%s, %s)) "	1	1	src/gen/emit_vm.c
STR	"    if (%s_groups_seen >= %d) goto %s_L%d;\n"	1	1	src/gen/emit_vm.c
STR	"    if (%s_iteration < %dUL) goto %s_fail;\n"	1	1	src/gen/emit_vm.c
STR	"    if (%s_iteration == %dUL) {\n"	1	1	src/gen/emit_vm.c
STR	"    if (%s_iteration >= %dUL) goto %s_L%d;\n"	1	1	src/gen/emit_vm.c
STR	"    if (%s_prev_position < 0) %s_prev_position = (ptrdiff_t)%s;\n"	1	1	src/gen/emit_vm.c
STR	"    if (%s_revdet_group_seen[%d]) {\n"	1	1	src/gen/emit_vm.c
STR	"    if (((scan_position > 0 && ("	1	1	src/gen/emit_vm.c
STR	"    if ((ptrdiff_t)%s_span_cursor < %s + %lld) goto %s_fail;\n"	1	1	src/gen/emit_vm.c
STR	"    if ((ptrdiff_t)%s_span_cursor < slot_values[%d] + %lld + %d) goto %s_fail;\n"	1	1	src/gen/emit_vm.c
STR	"    if ((ptrdiff_t)%s_span_cursor < slot_values[%d] + %lld) goto %s_fail;\n"	1	1	src/gen/emit_vm.c
STR	"    if ((ptrdiff_t)%s_span_cursor >= %s + %d) {\n"	1	1	src/gen/emit_vm.c
STR	"    if ((ptrdiff_t)%s_span_cursor >= slot_values[%d] + %d) {\n"	1	1	src/gen/emit_vm.c
STR	"    if ((ptrdiff_t)%s_span_cursor >= slot_values[%d] + %lld) goto %s_fail;\n"	1	1	src/gen/emit_vm.c
STR	"    if ((ptrdiff_t)scan_position != slot_values[%d]) goto %s_L%d;\n"	1	1	src/gen/emit_vm.c
STR	"    if ((ptrdiff_t)scan_position < slot_values[%d]) {\n"	1	1	src/gen/emit_vm.c
STR	"    if ((ptrdiff_t)scan_position > slot_values[%d] && %s_prev_position >= 0) {\n"	1	1	src/gen/emit_vm.c
STR	"    if ((unsigned long long)(subject_length - search_from)\n"	1	1	src/gen/emit_vm.c
STR	"    if (--run->steps_left < 0) return %s_R_STEPS;\n"	1	1	src/gen/emit_vm.c
STR	"    if (argc < 2) { fprintf(stderr, \"usage: %%s <subject>\\n\", argv[0]); return 2; }\n"	1	1	src/gen/emit_dfa.c
STR	"    if (b < 0x80u)               { *cp = b; return 1; }\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    if (capture_spans) %s_report_captures(run, capture_spans, attempt_position, result);\n"	1	1	src/gen/emit_vm.c
STR	"    if (capture_spans) { capture_spans[0][0] = (ptrdiff_t)search_from; capture_spans[0][1] = (ptrdiff_t)last_accept_position; }\n"	1	1	src/gen/emit_dfa.c
STR	"    if (capture_spans)\n"	1	1	src/gen/emit_dfa.c
STR	"    if (capture_spans_out) %s_report_captures(run, capture_spans_out, ctx->pos, result);\n"	1	1	src/gen/emit_vm.c
STR	"    if (last_accept_position == (size_t)-1) return -1;\n"	1	1	src/gen/emit_dfa.c
STR	"    if (p + len > end) return 0;\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    if (rc == 0) {\n"	1	1	src/gen/emit_dfa.c
STR	"    if (rc == 1) {\n"	1	1	src/gen/emit_dfa.c
STR	"    if (rc == PCREC_ERR_FRAMES) {\n"	1	1	src/gen/emit_dfa.c
STR	"    if (rc == PCREC_ERR_STEPS) {\n"	1	1	src/gen/emit_dfa.c
STR	"    if (rc == PCREC_ERR_WORK) {\n"	1	1	src/gen/emit_dfa.c
STR	"    if (result != %s) return result;\n"	1	1	src/gen/emit_vm.c
STR	"    if (result < 0) return result;\n"	1	1	src/gen/emit_vm.c
STR	"    if (run->resume_depth == 0) return -1;\n"	1	1	src/gen/emit_vm.c
STR	"    if (run->resume_depth == 0)\n"	1	1	src/gen/emit_vm.c
STR	"    if (rx_len < 0) return rx_len;\n"	1	1	src/gen/emit_dfa.c
STR	"    if (scan_position + %d < subject_length && "	1	1	src/gen/emit_vm.c
STR	"    if (scan_position + %d < subject_length) "	1	1	src/gen/emit_vm.c
STR	"    if (scan_position < %d) goto %s_L%d;\n"	1	1	src/gen/emit_vm.c
STR	"    if (scan_position < %d) goto %s_fail;\n"	1	1	src/gen/emit_vm.c
STR	"    if (scan_position < subject_length && ("	1	1	src/gen/emit_vm.c
STR	"    if (scan_position == %s_BACK_STEP_NONE) goto %s_fail;\n"	1	1	src/gen/emit_vm.c
STR	"    if (scan_position == %s_search_from) goto %s_L%d;\n"	1	1	src/gen/emit_vm.c
STR	"    if (scan_position == 0 || (scan_position < subject_length && ("	1	1	src/gen/emit_vm.c
STR	"    if (scan_position == 0) goto %s_L%d;\n"	1	1	src/gen/emit_vm.c
STR	"    if (scan_position == subject_length || ("	1	1	src/gen/emit_vm.c
STR	"    if (scan_position == subject_length || (scan_position + 1 == subject_length && subject[scan_position] == '\\n')) "	1	1	src/gen/emit_vm.c
STR	"    if (scan_position == subject_length) goto %s_L%d;\n"	1	1	src/gen/emit_vm.c
STR	"    if (search_from > subject_length) return -1;\n"	1	1	src/gen/emit_dfa.c
STR	"    if (slot_values[%d] + %d > %d) goto %s_L%d;\n"	1	1	src/gen/emit_vm.c
STR	"    if (slot_values[%d] >= %d) goto %s_L%d;\n"	1	1	src/gen/emit_vm.c
STR	"    if (v < floor || v > 0x10FFFFu || (v >= 0xD800u && v <= 0xDFFFu)) return 0;\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    int                   nentries;\n"	1	1	src/gen/emit_dfa.c
STR	"    int           encoding;        /* PCREC_ENC_* */\n"	1	1	src/gen/emit_dfa.c
STR	"    int           ncaps;           /* == this artifact's own\n"	1	1	src/gen/emit_dfa.c
STR	"    int           ngroups;         /* capturing groups in the pattern's\n"	1	1	src/gen/emit_dfa.c
STR	"    int           nnames;          /* entries in groups[], named only */\n"	1	1	src/gen/emit_dfa.c
STR	"    int         number;\n"	1	1	src/gen/emit_dfa.c
STR	"    int         slot;   /* caps[] index this entry delivers, or -1 if\n"	1	1	src/gen/emit_dfa.c
STR	"    int %s_rv%d_groups_seen = 0;\n"	1	1	src/gen/emit_vm.c
STR	"    int group;\n"	1	1	src/gen/emit_vm.c
STR	"    int i;\n"	1	1	src/gen/emit_vm.c
STR	"    int rc = %s((const unsigned char *)argv[1], strlen(argv[1]), 0, capture_spans);\n"	1	1	src/gen/emit_dfa.c
STR	"    int32_t       resume_frame_size; /* bytes per resume frame */\n"	1	1	src/gen/emit_dfa.c
STR	"    int32_t       trail_frame_size;  /* bytes per trail entry */\n"	1	1	src/gen/emit_dfa.c
STR	"    int64_t       frame_capacity;  /* -1 = unbounded */\n"	1	1	src/gen/emit_dfa.c
STR	"    int64_t       resume_frames;   /* stamped DEFAULT capacity, in\n"	1	1	src/gen/emit_dfa.c
STR	"    int64_t       step_budget;     /* -1 = none */\n"	1	1	src/gen/emit_dfa.c
STR	"    int64_t       subject_ceiling; /* 0 = unset/not applicable */\n"	1	1	src/gen/emit_dfa.c
STR	"    int64_t       trail_frames;    /* ditto, in trail entries */\n"	1	1	src/gen/emit_dfa.c
STR	"    int64_t       work_budget;     /* -1 = none. The THIRD bound (D47\n"	1	1	src/gen/emit_dfa.c
STR	"    long long steps_left;   /* backtracks remaining */\n"	1	1	src/gen/emit_vm.c
STR	"    long long work_left;    /* forward work units remaining */\n"	1	1	src/gen/emit_vm.c
STR	"    printf(\"giveup %%d\\n\", rc);\n"	1	1	src/gen/emit_dfa.c
STR	"    ptrdiff_t %s_revdet_group_span[%d][2] = {{0}};\n"	1	1	src/gen/emit_vm.c
STR	"    ptrdiff_t *const slot_values = run->slot_values;\n"	1	1	src/gen/emit_vm.c
STR	"    ptrdiff_t rx_len = %s(ctx);\n"	1	1	src/gen/emit_dfa.c
STR	"    ptrdiff_t slot_values[%s_NSLOTS];\n"	1	1	src/gen/emit_vm.c
STR	"    result = %s_run(%s);\n"	1	1	src/gen/emit_vm.c
STR	"    return %s(ctx);\n"	1	1	src/gen/emit_dfa.c
STR	"    return %s(ctx, capture_spans_out);\n"	1	1	src/gen/emit_dfa.c
STR	"    return %s(subject, subject_length, search_from, capture_spans);\n"	1	1	src/gen/emit_dfa.c
STR	"    return %s_deep(%s);\n"	1	1	src/gen/emit_vm.c
STR	"    return %s_in(%s, &%s_no_buffers);\n"	1	1	src/gen/emit_vm.c
STR	"    return %s_run(ctx, &run);\n"	1	1	src/gen/emit_vm.c
STR	"    return %s_run(ctx, capture_spans_out, &run);\n"	1	1	src/gen/emit_vm.c
STR	"    return %s_run(subject, subject_length, search_from, capture_spans, &run);\n"	1	1	src/gen/emit_vm.c
STR	"    return (ptrdiff_t)(j - at);\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    return (ptrdiff_t)(last_accept_position - search_from);\n"	1	1	src/gen/emit_dfa.c
STR	"    return (ptrdiff_t)(scan_position - ctx->pos);\n"	1	1	src/gen/emit_vm.c
STR	"    return -1;\n"	1	1	src/gen/emit_vm.c
STR	"    return 0;\n"	1	1	src/gen/emit_dfa.c
STR	"    return 3;\n"	1	1	src/gen/emit_dfa.c
STR	"    return c;\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    return i;\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    return k > pos ? $_BACK_STEP_NONE : pos - k;\n"	1	1	src/gen/enc/enc_byte.c
STR	"    return len;\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    return n;\n}\n\n"	1	1	src/gen/emit_dfa.c
STR	"    return pos + 1;\n"	1	1	src/gen/enc/enc_byte.c
STR	"    return pos;\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    return rx_len;\n"	1	1	src/gen/emit_dfa.c
STR	"    run->resume_cap   = nframes;\n"	1	1	src/gen/emit_vm.c
STR	"    run->resume_depth = 0; run->trail_depth = 0;\n"	1	1	src/gen/emit_vm.c
STR	"    run->resume_depth = 0;\n"	1	1	src/gen/emit_vm.c
STR	"    run->resume_stack = (%s_frame *)frames;\n"	1	1	src/gen/emit_vm.c
STR	"    run->steps_left = %s_STEP_BUDGET;\n"	1	1	src/gen/emit_vm.c
STR	"    run->trail        = (%s_trail_entry *)trail;\n"	1	1	src/gen/emit_vm.c
STR	"    run->trail_cap    = ntrail;\n"	1	1	src/gen/emit_vm.c
STR	"    run->work_left = %s_WORK_BUDGET;\n"	1	1	src/gen/emit_vm.c
STR	"    rx_ctx ctx;\n"	1	1	src/gen/emit_vm.c
STR	"    rx_matchfn *fn;\n"	1	1	src/gen/emit_dfa.c
STR	"    scan_position += %d;\n"	1	1	src/gen/emit_vm.c
STR	"    scan_position = %s_back_step(subject, "	1	1	src/gen/emit_vm.c
STR	"    scan_position = (size_t)slot_values[%d];\n"	1	1	src/gen/emit_vm.c
STR	"    scan_position = (size_t)slot_values[%s];\n"	1	1	src/gen/emit_vm.c
STR	"    size_t                len;      /* subject length */\n"	1	1	src/gen/emit_dfa.c
STR	"    size_t                ncap;     /* capture slots known so far (watermark\n"	1	1	src/gen/emit_dfa.c
STR	"    size_t                pattern_len; /* companion length (K9-proof) */\n"	1	1	src/gen/emit_dfa.c
STR	"    size_t                pos;      /* where to match, anchored */\n"	1	1	src/gen/emit_dfa.c
STR	"    size_t          resume_cap;\n"	1	1	src/gen/emit_vm.c
STR	"    size_t          trail_cap;\n"	1	1	src/gen/emit_vm.c
STR	"    size_t  nframes;   /* capacity in FRAMES, not bytes */\n"	1	1	src/gen/emit_dfa.c
STR	"    size_t  ntrail;    /* capacity in ENTRIES, not bytes */\n"	1	1	src/gen/emit_dfa.c
STR	"    size_t %s_rv%d_cursor = 0; unsigned long %s_rv%d_iteration = 0;\n"	1	1	src/gen/emit_vm.c
STR	"    size_t %s_rv%d_frame_mark = 0; ptrdiff_t %s_rv%d_prev_position = -1;\n"	1	1	src/gen/emit_vm.c
STR	"    size_t %s_span_cursor = 0;   /* the span-loop cursor (engine_m4.md 2.5):\n"	1	1	src/gen/emit_vm.c
STR	"    size_t attempt_position;\n"	1	1	src/gen/emit_vm.c
STR	"    size_t hi = sizeof $_bref_ci_fold_pairs / sizeof $_bref_ci_fold_pairs[0];\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    size_t i = pos + 1;\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    size_t i = ref_start, j = at;\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    size_t len, i;\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    size_t lo = 0;\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    size_t resume_depth, trail_depth;%s\n"	1	1	src/gen/emit_vm.c
STR	"    size_t scan_position = ctx->pos;\n"	1	1	src/gen/emit_vm.c
STR	"    size_t search_from = ctx->pos;\n"	1	1	src/gen/emit_dfa.c
STR	"    size_t start;\n"	1	1	src/gen/emit_dfa.c
STR	"    size_t subject_length = ctx->len;\n"	1	1	src/gen/emit_dfa.c
STR	"    size_t window_end;\n"	1	1	src/gen/emit_vm.c
STR	"    static const void *const %s_gstart_seed_state[%d] = { "	1	1	src/gen/emit_dfa.c
STR	"    static const void *const %s_seed_state[%d] = { "	1	1	src/gen/emit_dfa.c
STR	"    static const void *const %s_targets_%d[%d] = { "	1	1	src/gen/emit_dfa.c
STR	"    uint64_t      flags;           /* PCREC_* option bits, as compiled */\n"	1	1	src/gen/emit_dfa.c
STR	"    unsigned      abi;             /* layout version */\n"	1	1	src/gen/emit_dfa.c
STR	"    unsigned      engine;          /* PCREC_ENGINE_DFA=1 /\n"	1	1	src/gen/emit_dfa.c
STR	"    unsigned char %s_revdet_group_seen[%d] = {0};\n"	1	1	src/gen/emit_vm.c
STR	"    unsigned char b = s[p];\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    unsigned v, floor;\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    void                 *user;     /* per-binding user data */\n"	1	1	src/gen/emit_dfa.c
STR	"    void       *user;\n"	1	1	src/gen/emit_dfa.c
STR	"    void   *frames;    /* storage for resume frames */\n"	1	1	src/gen/emit_dfa.c
STR	"    void   *trail;     /* storage for trail entries */\n"	1	1	src/gen/emit_dfa.c
STR	"    while (i < n && (s[i] & 0xC0) == 0x80) i++;\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    while (i < ref_end) {\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    while (k--) {\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    while (lo < hi) {\n"	1	1	src/gen/enc/enc_utf8.c
STR	"    while (pos + %d < n) {\n"	1	1	src/gen/emit_dfa.c
STR	"    while (run->trail_depth) { run->trail_depth--; run->slot_values[run->trail[run->trail_depth].slot_index] = run->trail[run->trail_depth].saved_value; }\n"	1	1	src/gen/emit_vm.c
STR	"    window_end = subject_length;\n"	1	1	src/gen/emit_vm.c
STR	"    { \"%s\", %d, %d, "	1	1	src/gen/emit_dfa.c
STR	"    { int i_; for (i_ = 0; i_ < %d; i_++)"	1	1	src/gen/emit_vm.c
STR	"    {\n        ptrdiff_t ref_start = PCREC_UNSET, "	1	1	src/gen/emit_vm.c
STR	"    {\n        unsigned long it_ = 0;\n"	1	1	src/gen/emit_vm.c
STR	"   .part clone of this function -- the split costs a\n"	1	1	src/gen/emit_dfa.c
STR	"   /* this artifact's stamped default */"	1	1	src/gen/emit_vm.c
STR	"   <- SCANNED FOR"	1	1	src/gen/emit_dfa.c
STR	"   ACCEPTING"	1	1	src/gen/emit_dfa.c
STR	"   __has_attribute: gcc has this attribute, clang does not. */\n"	1	1	src/gen/emit_dfa.c
STR	"   instructions, purely from code placement. Do not remove;\n"	1	1	src/gen/emit_dfa.c
STR	"   measured 1.33x on a scan-bound pattern, with identical\n"	1	1	src/gen/emit_dfa.c
STR	"   see pcrec docs/dev/known_issues.md K24. Guarded by\n"	1	1	src/gen/emit_dfa.c
STR	"  %-12s %-22s %s\n"	1	1	src/gen/emit_vm.c
STR	"  %2d,%-9d %-22s %s\n"	1	1	src/gen/emit_vm.c
STR	"  (design intent, unconsumed until SR-8)\n"	1	1	src/parse/syntax_dump.c
STR	"  (no empty-iteration guard slots: no nullable unbounded"	1	1	src/gen/emit_vm.c
STR	"  (no span-loop low-water slots: no cursor rung in this"	1	1	src/gen/emit_vm.c
STR	"  (none: module 'callouts' has no producer, so no"	1	1	src/gen/emit_vm.c
STR	"  (none: no flat alternation in this program has a"	1	1	src/gen/emit_vm.c
